2025-10-23T21:32:16.177635198+00:00,60.13
2025-10-23T21:34:59.420918987+00:00,53.64
2025-10-23T21:37:38.375343814+00:00,52.34
2025-10-23T21:40:06.512565527+00:00,50.20
2025-10-23T21:42:37.910402592+00:00,49.50
2025-10-23T21:45:13.742736207+00:00,48.84
2025-10-23T21:47:42.534942271+00:00,47.69
2025-10-23T21:49:57.731422211+00:00,46.97
2025-10-23T21:52:12.862079343+00:00,46.57
2025-10-24T06:15:30.774637645+00:00,74.68
2025-10-24T06:26:07.493077075+00:00,65.70
2025-10-24T06:37:11.695515126+00:00,59.29
2025-10-24T06:51:32.090765511+00:00,71.91
2025-10-24T07:04:27.586403087+00:00,72.23
2025-10-24T07:17:19.284709872+00:00,77.11
2025-10-24T07:27:09.072461932+00:00,75.64
2025-10-24T07:37:36.736108669+00:00,74.60
2025-10-24T07:46:25.393476875+00:00,73.85
2025-10-24T07:55:49.055721516+00:00,73.22
2025-10-24T16:20:47.823890345+00:00,110.99
2025-10-24T16:24:45.841846256+00:00,115.83
2025-10-24T16:28:49.441742923+00:00,118.71
2025-10-24T16:32:56.658235520+00:00,118.90
2025-10-24T16:36:59.677017546+00:00,119.07
2025-10-24T16:40:59.399333770+00:00,119.70
2025-10-24T16:45:21.162129091+00:00,120.50
2025-10-24T16:50:04.223786067+00:00,121.53
2025-10-24T16:54:46.510476141+00:00,121.74
2025-10-24T16:59:35.524343827+00:00,122.02
2025-10-24T17:50:42.798590865+00:00,117.76
2025-10-24T17:52:58.172261191+00:00,121.51
