2025-10-20T15:49:29.605926971+00:00,128.80
2025-10-20T15:52:15.679101421+00:00,133.10
2025-10-20T15:55:02.686037733+00:00,132.34
2025-10-20T15:57:50.399054122+00:00,132.09
2025-10-20T16:00:40.774344172+00:00,131.61
2025-10-20T16:03:26.616470019+00:00,131.61
2025-10-20T16:06:11.389061614+00:00,132.00
2025-10-20T16:08:56.920103221+00:00,131.72
2025-10-20T16:11:48.286401971+00:00,131.90
2025-10-20T16:14:34.838092426+00:00,132.17
2025-10-20T16:20:49.669264143+00:00,139.90
2025-10-20T16:23:42.953990711+00:00,138.51
2025-10-20T16:26:32.857575640+00:00,136.19
2025-10-20T16:29:19.776875406+00:00,134.47
2025-10-20T16:32:09.485048426+00:00,134.35
2025-10-20T16:34:57.518382397+00:00,133.67
2025-10-20T16:37:45.234033295+00:00,134.33
2025-10-20T16:40:35.284009548+00:00,133.99
2025-10-20T16:43:23.908462026+00:00,133.48
2025-10-20T16:46:17.275875554+00:00,133.23
2025-10-20T20:39:14.512005625+00:00,130.58
2025-10-20T20:41:53.320193242+00:00,131.00
2025-10-20T20:44:35.900567291+00:00,131.25
2025-10-20T20:47:22.682960104+00:00,132.87
2025-10-20T20:50:33.133517842+00:00,133.45
2025-10-20T20:53:30.770988905+00:00,132.99
2025-10-20T21:04:14.635085794+00:00,135.76
2025-10-20T21:07:27.021856102+00:00,133.52
2025-10-20T21:10:17.669978274+00:00,131.99
2025-10-20T21:13:09.179513428+00:00,133.14
2025-10-20T21:16:03.299055432+00:00,132.08
2025-10-20T21:18:53.391844731+00:00,131.78
2025-10-20T21:21:39.895409648+00:00,131.95
2025-10-20T21:24:28.691866143+00:00,131.73
2025-10-20T21:27:20.645881951+00:00,131.21
2025-10-20T21:30:15.803980336+00:00,131.15
2025-10-21T19:29:10.437472662+00:00,132.56
2025-10-21T19:33:49.194595523+00:00,133.22
2025-10-21T19:37:45.835809324+00:00,131.47
2025-10-21T19:41:54.541543334+00:00,131.94
2025-10-21T19:46:06.097668520+00:00,132.25
2025-10-21T19:50:46.318592945+00:00,131.87
2025-10-21T19:55:01.663804880+00:00,132.52
2025-10-21T19:59:09.226048792+00:00,133.06
2025-10-21T20:03:06.195252393+00:00,132.23
2025-10-21T20:07:07.523059202+00:00,132.59
2025-10-21T21:16:35.639632921+00:00,131.46
2025-10-21T21:20:46.055059497+00:00,128.97
2025-10-21T21:24:54.555128889+00:00,129.58
2025-10-21T21:29:08.354272124+00:00,130.50
2025-10-21T21:33:12.519049277+00:00,131.25
2025-10-21T21:37:22.687133418+00:00,129.59
2025-10-21T21:41:27.470347633+00:00,130.31
2025-10-21T21:46:13.290213138+00:00,129.80
2025-10-21T21:51:29.799553946+00:00,130.31
2025-10-21T21:56:11.934457352+00:00,129.93
2025-10-22T21:22:32.622984054+00:00,88.84
2025-10-22T21:26:14.275835505+00:00,94.39
2025-10-22T21:28:22.871836650+00:00,102.29
2025-10-22T21:30:18.744216213+00:00,109.25
2025-10-22T21:32:15.901850090+00:00,111.15
2025-10-22T21:34:11.152581585+00:00,113.50
2025-10-22T21:36:03.073545953+00:00,115.35
2025-10-22T21:37:57.623493891+00:00,116.48
2025-10-22T21:39:49.664242914+00:00,117.50
2025-10-22T21:41:44.671336951+00:00,118.30
2025-10-23T06:01:52.542929742+00:00,74.76
2025-10-23T06:04:57.186817940+00:00,76.13
2025-10-23T06:07:52.287928523+00:00,78.73
2025-10-23T06:10:44.937645356+00:00,82.31
2025-10-23T06:13:15.978132450+00:00,87.58
2025-10-23T06:15:20.263762482+00:00,91.52
2025-10-23T06:17:16.602216858+00:00,94.49
2025-10-23T06:19:10.457499018+00:00,96.65
2025-10-23T06:21:17.732226167+00:00,98.35
2025-10-23T06:23:12.859952148+00:00,100.16
2025-10-23T19:05:52.695682517+00:00,117.46
2025-10-23T19:09:44.823331295+00:00,121.01
2025-10-23T19:13:15.682228460+00:00,123.02
2025-10-23T19:15:38.017345121+00:00,125.72
2025-10-23T19:20:24.272658354+00:00,124.63
2025-10-23T19:26:03.737308848+00:00,124.87
2025-10-23T19:31:02.226704093+00:00,124.30
2025-10-23T19:33:12.872256314+00:00,123.77
2025-10-23T19:35:30.682517245+00:00,124.57
2025-10-23T19:37:30.625011303+00:00,125.06
2025-10-23T21:29:29.215688520+00:00,75.40
