timestamp,config_name,sim_early,sim_mid,sim_late,temp_initial,temp_final,temp_start,temp_end,avg_score,std_dev,min_score,max_score
2025-11-09 18:14:12,sim[0.67,1.00,1.67]_temp[1.20,0.30,7..13],0.67,1.00,1.67,1.20,0.30,7,13,151.05,25.22,106,217
2025-11-09 18:18:49,sim[0.67,1.00,1.67]_temp[1.20,0.30,7..15],0.67,1.00,1.67,1.20,0.30,7,15,149.25,20.97,97,183
2025-11-09 18:26:10,sim[0.67,1.00,1.67]_temp[1.20,0.30,7..17],0.67,1.00,1.67,1.20,0.30,7,17,149.80,28.95,88,202
2025-11-09 18:30:43,sim[0.67,1.00,1.67]_temp[1.20,0.50,3..13],0.67,1.00,1.67,1.20,0.50,3,13,144.55,37.83,59,219
2025-11-09 18:35:16,sim[0.67,1.00,1.67]_temp[1.20,0.50,3..15],0.67,1.00,1.67,1.20,0.50,3,15,152.30,29.58,86,196
2025-11-09 18:40:16,sim[0.67,1.00,1.67]_temp[1.20,0.50,3..17],0.67,1.00,1.67,1.20,0.50,3,17,145.35,25.63,92,179
2025-11-09 18:45:13,sim[0.67,1.00,1.67]_temp[1.20,0.50,5..13],0.67,1.00,1.67,1.20,0.50,5,13,157.15,34.92,59,210
2025-11-09 18:50:12,sim[0.67,1.00,1.67]_temp[1.20,0.50,5..15],0.67,1.00,1.67,1.20,0.50,5,15,147.75,19.90,119,194
2025-11-09 18:55:16,sim[0.67,1.00,1.67]_temp[1.20,0.50,5..17],0.67,1.00,1.67,1.20,0.50,5,17,142.70,26.41,90,193
2025-11-09 19:02:50,sim[0.67,1.00,1.67]_temp[1.20,0.50,7..13],0.67,1.00,1.67,1.20,0.50,7,13,155.30,18.68,125,188
2025-11-09 19:08:59,sim[0.67,1.00,1.67]_temp[1.20,0.50,7..15],0.67,1.00,1.67,1.20,0.50,7,15,155.95,26.48,90,213
2025-11-09 19:15:03,sim[0.67,1.00,1.67]_temp[1.20,0.50,7..17],0.67,1.00,1.67,1.20,0.50,7,17,140.55,25.04,91,184
2025-11-09 19:21:11,sim[0.67,1.00,1.67]_temp[1.20,0.70,3..13],0.67,1.00,1.67,1.20,0.70,3,13,145.60,28.21,96,192
2025-11-09 19:27:16,sim[0.67,1.00,1.67]_temp[1.20,0.70,3..15],0.67,1.00,1.67,1.20,0.70,3,15,156.70,16.21,112,176
2025-11-09 19:33:21,sim[0.67,1.00,1.67]_temp[1.20,0.70,3..17],0.67,1.00,1.67,1.20,0.70,3,17,146.55,16.86,109,177
2025-11-09 19:39:27,sim[0.67,1.00,1.67]_temp[1.20,0.70,5..13],0.67,1.00,1.67,1.20,0.70,5,13,149.60,25.52,116,214
2025-11-09 19:45:32,sim[0.67,1.00,1.67]_temp[1.20,0.70,5..15],0.67,1.00,1.67,1.20,0.70,5,15,149.75,26.98,66,196
2025-11-09 19:51:37,sim[0.67,1.00,1.67]_temp[1.20,0.70,5..17],0.67,1.00,1.67,1.20,0.70,5,17,141.75,30.53,89,211
2025-11-09 19:57:44,sim[0.67,1.00,1.67]_temp[1.20,0.70,7..13],0.67,1.00,1.67,1.20,0.70,7,13,155.45,23.07,114,192
2025-11-09 20:03:49,sim[0.67,1.00,1.67]_temp[1.20,0.70,7..15],0.67,1.00,1.67,1.20,0.70,7,15,139.20,35.46,73,207
2025-11-09 20:09:53,sim[0.67,1.00,1.67]_temp[1.20,0.70,7..17],0.67,1.00,1.67,1.20,0.70,7,17,142.85,25.99,99,193
2025-11-09 20:15:59,sim[0.67,1.00,1.67]_temp[1.50,0.30,3..13],0.67,1.00,1.67,1.50,0.30,3,13,148.90,29.52,108,203
2025-11-09 20:22:04,sim[0.67,1.00,1.67]_temp[1.50,0.30,3..15],0.67,1.00,1.67,1.50,0.30,3,15,144.65,22.56,103,193
2025-11-09 20:27:52,sim[0.67,1.00,1.67]_temp[1.50,0.30,3..17],0.67,1.00,1.67,1.50,0.30,3,17,153.90,15.23,116,176
2025-11-09 20:32:45,sim[0.67,1.00,1.67]_temp[1.50,0.30,5..13],0.67,1.00,1.67,1.50,0.30,5,13,154.60,23.14,117,214
2025-11-09 20:37:19,sim[0.67,1.00,1.67]_temp[1.50,0.30,5..15],0.67,1.00,1.67,1.50,0.30,5,15,144.20,28.11,90,190
2025-11-09 20:41:51,sim[0.67,1.00,1.67]_temp[1.50,0.30,5..17],0.67,1.00,1.67,1.50,0.30,5,17,151.00,19.20,97,176
2025-11-09 20:46:23,sim[0.67,1.00,1.67]_temp[1.50,0.30,7..13],0.67,1.00,1.67,1.50,0.30,7,13,151.10,33.12,93,219
2025-11-09 20:50:55,sim[0.67,1.00,1.67]_temp[1.50,0.30,7..15],0.67,1.00,1.67,1.50,0.30,7,15,152.75,21.34,130,215
2025-11-09 20:55:27,sim[0.67,1.00,1.67]_temp[1.50,0.30,7..17],0.67,1.00,1.67,1.50,0.30,7,17,150.60,17.10,106,175
2025-11-09 21:00:00,sim[0.67,1.00,1.67]_temp[1.50,0.50,3..13],0.67,1.00,1.67,1.50,0.50,3,13,158.30,22.86,109,203
2025-11-09 21:04:32,sim[0.67,1.00,1.67]_temp[1.50,0.50,3..15],0.67,1.00,1.67,1.50,0.50,3,15,147.95,26.34,94,198
2025-11-09 21:09:05,sim[0.67,1.00,1.67]_temp[1.50,0.50,3..17],0.67,1.00,1.67,1.50,0.50,3,17,148.45,23.48,96,195
2025-11-09 21:13:36,sim[0.67,1.00,1.67]_temp[1.50,0.50,5..13],0.67,1.00,1.67,1.50,0.50,5,13,158.30,27.58,113,203
2025-11-09 21:18:09,sim[0.67,1.00,1.67]_temp[1.50,0.50,5..15],0.67,1.00,1.67,1.50,0.50,5,15,149.30,27.58,116,249
2025-11-09 21:22:41,sim[0.67,1.00,1.67]_temp[1.50,0.50,5..17],0.67,1.00,1.67,1.50,0.50,5,17,141.90,22.64,77,175
2025-11-09 21:27:48,sim[0.67,1.00,1.67]_temp[1.50,0.50,7..13],0.67,1.00,1.67,1.50,0.50,7,13,154.35,23.92,107,205
2025-11-09 21:33:01,sim[0.67,1.00,1.67]_temp[1.50,0.50,7..15],0.67,1.00,1.67,1.50,0.50,7,15,151.50,30.11,104,214
2025-11-09 21:38:50,sim[0.67,1.00,1.67]_temp[1.50,0.50,7..17],0.67,1.00,1.67,1.50,0.50,7,17,138.30,27.76,79,189
2025-11-09 21:44:02,sim[0.67,1.00,1.67]_temp[1.50,0.70,3..13],0.67,1.00,1.67,1.50,0.70,3,13,151.10,19.83,117,189
2025-11-09 21:49:20,sim[0.67,1.00,1.67]_temp[1.50,0.70,3..15],0.67,1.00,1.67,1.50,0.70,3,15,148.55,18.11,119,189
2025-11-09 21:54:25,sim[0.67,1.00,1.67]_temp[1.50,0.70,3..17],0.67,1.00,1.67,1.50,0.70,3,17,145.20,31.61,75,200
2025-11-09 22:01:00,sim[0.67,1.00,1.67]_temp[1.50,0.70,5..13],0.67,1.00,1.67,1.50,0.70,5,13,145.35,22.13,100,201
2025-11-09 22:05:50,sim[0.67,1.00,1.67]_temp[1.50,0.70,5..15],0.67,1.00,1.67,1.50,0.70,5,15,157.65,19.93,98,181
2025-11-09 22:10:48,sim[0.67,1.00,1.67]_temp[1.50,0.70,5..17],0.67,1.00,1.67,1.50,0.70,5,17,139.45,25.67,91,188
2025-11-09 22:15:20,sim[0.67,1.00,1.67]_temp[1.50,0.70,7..13],0.67,1.00,1.67,1.50,0.70,7,13,154.50,25.59,96,196
2025-11-09 22:19:52,sim[0.67,1.00,1.67]_temp[1.50,0.70,7..15],0.67,1.00,1.67,1.50,0.70,7,15,141.25,22.93,106,198
